Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name
Zimbabwe,-20.0,30.0,5/15/20,42,4,13,2020-05-15,AF,Africa
Canada,0.0,0.0,5/15/20,1,1,0,2020-05-15,,North America
Dominica,15.415,-61.371,5/15/20,16,0,15,2020-05-15,,North America
Grenada,12.1165,-61.679,5/15/20,22,0,14,2020-05-15,,North America
Mozambique,-18.665695,35.529562,5/15/20,119,0,0,2020-05-15,AF,Africa
Syria,34.802075,38.99681500000001,5/15/20,50,3,0,2020-05-15,AS,Asia
Timor-Leste,-8.874217,125.727539,5/15/20,24,0,0,2020-05-15,AS,Asia
Belize,13.1939,-59.5432,5/15/20,18,2,16,2020-05-15,,North America
Laos,19.85627,102.495496,5/15/20,19,0,14,2020-05-15,AS,Asia
Libya,26.3351,17.228331,5/15/20,64,3,28,2020-05-15,AF,Africa
Palestine,31.9522,35.2332,5/15/20,375,2,315,2020-05-15,AS,Asia
Guinea-Bissau,11.8037,-15.1804,5/15/20,913,3,26,2020-05-15,AF,Africa
Mali,17.570692,-3.996166000000001,5/15/20,806,46,455,2020-05-15,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,5/15/20,15,0,14,2020-05-15,,North America
Canada,64.8255,-124.8457,5/15/20,5,0,0,2020-05-15,,North America
Canada,64.2823,-135.0,5/15/20,11,0,0,2020-05-15,,North America
Kosovo,42.602636,20.902977,5/15/20,944,29,690,2020-05-15,EU,Europe
Myanmar,21.9162,95.956,5/15/20,182,6,89,2020-05-15,AS,Asia
United Kingdom,18.2206,-63.0686,5/15/20,3,0,3,2020-05-15,EU,Europe
United Kingdom,18.4207,-64.64,5/15/20,8,1,6,2020-05-15,EU,Europe
United Kingdom,21.694000000000006,-71.7979,5/15/20,12,1,10,2020-05-15,EU,Europe
MS Zaandam,0.0,0.0,5/15/20,9,2,0,2020-05-15,EU,Europe
Botswana,-22.3285,24.6849,5/15/20,24,1,17,2020-05-15,AF,Africa
Burundi,-3.3731,29.9189,5/15/20,15,1,7,2020-05-15,AF,Africa
Sierra Leone,8.460555000000001,-11.779889,5/15/20,447,27,97,2020-05-15,AF,Africa
Malawi,-13.254307999999998,34.301525,5/15/20,63,3,24,2020-05-15,AF,Africa
United Kingdom,-51.7963,-59.5236,5/15/20,13,0,13,2020-05-15,EU,Europe
France,46.8852,-56.3159,5/15/20,1,0,1,2020-05-15,EU,Europe
South Sudan,6.877000000000002,31.307,5/15/20,236,4,4,2020-05-15,AF,Africa
Western Sahara,24.2155,-12.8858,5/15/20,6,0,6,2020-05-15,AS,Asia
Sao Tome and Principe,0.18636,6.613081,5/15/20,235,7,4,2020-05-15,AF,Africa
Yemen,15.552727,48.516388,5/15/20,106,15,1,2020-05-15,AS,Asia
Comoros,-11.6455,43.3333,5/15/20,11,1,3,2020-05-15,AF,Africa
Tajikistan,38.861034,71.276093,5/15/20,1118,33,0,2020-05-15,AS,Asia
Lesotho,-29.609988,28.233608,5/15/20,1,0,0,2020-05-15,AF,Africa
